Temp01,Hum01,Mean_Phosphorous,Mean_Nitrogen,Mean_Potassium,Mean_Moisture
28.5,93.95505617977528,155.0,135.0,97.0,1.0
28.5,93.9494382022472,155.0,135.0,97.0,1.0
28.5,93.9438202247191,155.0,135.0,97.0,1.0
28.5,93.93820224719101,155.0,135.0,97.0,1.0
28.5,93.93258426966293,155.0,135.0,97.0,1.0
28.5,93.92696629213484,155.0,135.0,97.0,1.0
28.5,93.92134831460675,155.0,135.0,97.0,1.0
28.5,93.91573033707866,155.0,135.0,97.0,1.0
28.5,93.91011235955057,155.0,135.0,97.0,1.0
28.5,93.90449438202248,155.0,135.0,97.0,1.0
28.5,93.89887640449439,155.0,135.0,97.0,1.0
28.5,93.8932584269663,155.0,135.0,97.0,1.0
28.5,93.88764044943821,155.0,135.0,97.0,1.0
28.5,93.88202247191012,155.0,135.0,97.0,1.0
28.5,93.87640449438203,155.0,135.0,97.0,1.0
28.5,93.87078651685393,155.0,135.0,97.0,1.0
28.5,93.86516853932584,155.0,135.0,97.0,1.0
28.5,93.85955056179775,155.0,135.0,97.0,1.0
28.5,93.85393258426966,155.0,135.0,97.0,1.0
28.5,93.84831460674157,155.0,135.0,97.0,1.0
28.5,93.84269662921348,155.0,135.0,97.0,1.0
28.5,93.83707865168539,155.0,135.0,97.0,1.0
28.5,93.8314606741573,155.0,135.0,97.0,1.0
28.5,93.82584269662921,155.0,135.0,97.0,1.0
28.5,93.82022471910112,155.0,135.0,97.0,1.0
28.5,93.81460674157303,155.0,135.0,97.0,1.0
28.5,93.80898876404494,155.0,135.0,97.0,1.0
28.5,93.80337078651685,155.0,135.0,97.0,1.0
28.5,93.79775280898876,155.0,135.0,97.0,1.0
28.5,93.79213483146067,155.0,135.0,97.0,1.0
28.5,93.78651685393258,155.0,135.0,97.0,1.0
28.5,93.78089887640449,155.0,135.0,97.0,1.0
28.5,93.7752808988764,155.0,135.0,97.0,1.0
28.5,93.76966292134831,155.0,135.0,97.0,1.0
28.5,93.76404494382022,155.0,135.0,97.0,1.0
28.5,93.75842696629213,155.0,135.0,97.0,1.0
28.5,93.75280898876404,155.0,135.0,97.0,1.0
28.5,93.74719101123596,155.0,135.0,97.0,1.0
28.5,93.74157303370787,155.0,135.0,97.0,1.0
28.5,93.73595505617978,155.0,135.0,97.0,1.0
28.5,93.73033707865169,155.0,135.0,97.0,1.0
28.5,93.7247191011236,155.0,135.0,97.0,1.0
28.5,93.71910112359551,155.0,135.0,97.0,1.0
28.5,93.71348314606742,155.0,135.0,97.0,1.0
28.5,93.70786516853933,155.0,135.0,97.0,1.0
28.5,93.70224719101124,155.0,135.0,97.0,1.0
28.5,93.69662921348315,155.0,135.0,97.0,1.0
28.5,93.69101123595506,155.0,135.0,97.0,1.0
28.5,93.68539325842697,155.0,135.0,97.0,1.0
28.5,93.67977528089888,155.0,135.0,97.0,1.0
28.5,93.67415730337079,155.0,135.0,97.0,1.0
28.5,93.6685393258427,155.0,135.0,97.0,1.0
28.5,93.66292134831461,155.0,135.0,97.0,1.0
28.5,93.65730337078652,155.0,135.0,97.0,1.0
28.5,93.65168539325843,155.0,135.0,97.0,1.0
28.5,93.64606741573034,155.0,135.0,97.0,1.0
28.5,93.64044943820225,155.0,135.0,97.0,1.0
28.5,93.63483146067416,155.0,135.0,97.0,1.0
28.5,93.62921348314607,155.0,135.0,97.0,1.0
28.5,93.62359550561797,155.0,135.0,97.0,1.0
28.5,93.61797752808988,155.0,135.0,97.0,1.0
28.5,93.61235955056179,155.0,135.0,97.0,1.0
28.5,93.6067415730337,155.0,135.0,97.0,1.0
28.5,93.60112359550561,155.0,135.0,97.0,1.0
28.5,93.59550561797752,155.0,135.0,97.0,1.0
28.5,93.58988764044943,155.0,135.0,97.0,1.0
28.5,93.58426966292134,155.0,135.0,97.0,1.0
28.5,93.57865168539325,155.0,135.0,97.0,1.0
28.5,93.57303370786516,155.0,135.0,97.0,1.0
28.5,93.56741573033707,155.0,135.0,97.0,1.0
28.5,93.56179775280899,155.0,135.0,97.0,1.0
28.5,93.5561797752809,155.0,135.0,97.0,1.0
28.5,93.5505617977528,155.0,135.0,97.0,1.0
28.5,93.54494382022472,155.0,135.0,97.0,1.0
28.5,93.53932584269663,155.0,135.0,97.0,1.0
28.5,93.53370786516854,155.0,135.0,97.0,1.0
28.5,93.52808988764045,155.0,135.0,97.0,1.0
28.5,93.52247191011236,155.0,135.0,97.0,1.0
28.5,93.51685393258427,155.0,135.0,97.0,1.0
28.5,93.51123595505618,155.0,135.0,97.0,1.0
28.5,93.50561797752809,155.0,135.0,97.0,1.0
28.5,93.5,155.0,135.0,97.0,1.0
28.5,93.49438202247191,155.0,135.0,97.0,1.0
28.5,93.48876404494382,155.0,135.0,97.0,1.0
28.5,93.48314606741573,155.0,135.0,97.0,1.0
28.5,93.47752808988764,155.0,135.0,97.0,1.0
28.5,93.47191011235955,155.0,135.0,97.0,1.0
28.5,93.46629213483146,155.0,135.0,97.0,1.0
28.5,93.46067415730337,155.0,135.0,97.0,1.0
28.5,93.45505617977528,155.0,135.0,97.0,1.0
28.5,93.4494382022472,155.0,135.0,97.0,1.0
28.5,93.4438202247191,155.0,135.0,97.0,1.0
28.5,93.43820224719101,155.0,135.0,97.0,1.0
28.5,93.43258426966293,155.0,135.0,97.0,1.0
28.5,93.42696629213484,155.0,135.0,97.0,1.0
28.5,93.42134831460675,155.0,135.0,97.0,1.0
28.5,93.41573033707866,155.0,135.0,97.0,1.0
28.5,93.41011235955057,155.0,135.0,97.0,1.0
28.5,93.40449438202248,155.0,135.0,97.0,1.0
28.5,93.39887640449439,155.0,135.0,97.0,1.0
28.5,93.3932584269663,155.0,135.0,97.0,1.0
28.5,93.38764044943821,155.0,135.0,97.0,1.0
28.5,93.38202247191012,155.0,135.0,97.0,1.0
28.5,93.37640449438203,155.0,135.0,97.0,1.0
28.5,93.37078651685393,155.0,135.0,97.0,1.0
28.5,93.36516853932584,155.0,135.0,97.0,1.0
28.5,93.35955056179775,155.0,135.0,97.0,1.0
28.5,93.35393258426966,155.0,135.0,97.0,1.0
28.5,93.34831460674157,155.0,135.0,97.0,1.0
28.5,93.34269662921348,155.0,135.0,97.0,1.0
28.5,93.33707865168539,155.0,135.0,97.0,1.0
28.5,93.3314606741573,155.0,135.0,97.0,1.0
28.5,93.32584269662921,155.0,135.0,97.0,1.0
28.5,93.32022471910112,155.0,135.0,97.0,1.0
28.5,93.31460674157303,155.0,135.0,97.0,1.0
28.5,93.30898876404494,155.0,135.0,97.0,1.0
28.5,93.30337078651685,155.0,135.0,97.0,1.0
28.5,93.29775280898876,155.0,135.0,97.0,1.0
28.5,93.29213483146067,155.0,135.0,97.0,1.0
28.5,93.28651685393258,155.0,135.0,97.0,1.0
28.5,93.28089887640449,155.0,135.0,97.0,1.0
28.5,93.2752808988764,155.0,135.0,97.0,1.0
28.5,93.26966292134831,155.0,135.0,97.0,1.0
28.5,93.26404494382022,155.0,135.0,97.0,1.0
28.5,93.25842696629213,155.0,135.0,97.0,1.0
28.5,93.25280898876404,155.0,135.0,97.0,1.0
28.5,93.24719101123596,155.0,135.0,97.0,1.0
28.5,93.24157303370787,155.0,135.0,97.0,1.0
28.5,93.23595505617978,155.0,135.0,97.0,1.0
28.5,93.23033707865169,155.0,135.0,97.0,1.0
28.5,93.2247191011236,155.0,135.0,97.0,1.0
28.5,93.21910112359551,155.0,135.0,97.0,1.0
28.5,93.21348314606742,155.0,135.0,97.0,1.0
28.5,93.20786516853933,155.0,135.0,97.0,1.0
28.5,93.20224719101124,155.0,135.0,97.0,1.0
28.469444444444445,93.19662921348315,155.0,135.0,97.0,1.0
28.43888888888889,93.19101123595506,155.0,135.0,97.0,1.0
28.40833333333333,93.18539325842697,155.0,135.0,97.0,1.0
28.377777777777776,93.17977528089888,155.0,135.0,97.0,1.0
28.34722222222222,93.17415730337079,155.0,135.0,97.0,1.0
28.316666666666666,93.1685393258427,155.0,135.0,97.0,1.0
28.28611111111111,93.16292134831461,155.0,135.0,97.0,1.0
28.255555555555556,93.15730337078652,155.0,135.0,97.0,1.0
28.225,93.15168539325843,155.0,135.0,97.0,1.0
28.194444444444443,93.14606741573034,155.0,135.0,97.0,1.0
28.163888888888888,93.14044943820225,155.0,135.0,97.0,1.0
28.133333333333333,93.13483146067416,155.0,135.0,97.0,1.0
28.102777777777778,93.12921348314607,155.0,135.0,97.0,1.0
28.072222222222223,93.12359550561797,155.0,135.0,97.0,1.0
28.041666666666664,93.11797752808988,155.0,135.0,97.0,1.0
28.01111111111111,93.11235955056179,155.0,135.0,97.0,1.0
27.980555555555554,93.1067415730337,155.0,135.0,97.0,1.0
27.95,93.10112359550561,155.0,135.0,97.0,1.0
27.919444444444444,93.09550561797752,155.0,135.0,97.0,1.0
27.88888888888889,93.08988764044943,155.0,135.0,97.0,1.0
27.858333333333334,93.08426966292134,155.0,135.0,97.0,1.0
27.827777777777776,93.07865168539325,155.0,135.0,97.0,1.0
27.79722222222222,93.07303370786516,155.0,135.0,97.0,1.0
27.766666666666666,93.06741573033707,155.0,135.0,97.0,1.0
27.73611111111111,93.06179775280899,155.0,135.0,97.0,1.0
27.705555555555556,93.0561797752809,155.0,135.0,97.0,1.0
27.674999999999997,93.0505617977528,155.0,135.0,97.0,1.0
27.644444444444442,93.04494382022472,155.0,135.0,97.0,1.0
27.613888888888887,93.03932584269663,155.0,135.0,97.0,1.0
27.583333333333332,93.03370786516854,155.0,135.0,97.0,1.0
27.552777777777777,93.02808988764045,155.0,135.0,97.0,1.0
27.522222222222222,93.02247191011236,155.0,135.0,97.0,1.0
27.491666666666667,93.01685393258427,155.0,135.0,97.0,1.0
27.46111111111111,93.01123595505618,155.0,135.0,97.0,1.0
27.430555555555554,93.00561797752809,155.0,135.0,97.0,0.0
27.4,93.0,195.0,193.0,193.0,1.0
27.4,93.0,174.0,158.5,150.5,1.0
27.4,95.0,161.0,152.5,141.0,1.0
27.4,97.0,174.0,152.5,183.0,1.0
27.4,95.0,159.0,173.5,184.0,1.0
27.4,99.0,158.0,172.0,156.0,1.0
27.4,99.0,173.0,194.5,186.5,1.0
27.4,99.0,149.5,169.0,156.5,1.0
27.4,99.0,175.0,168.0,175.5,1.0
27.4,99.0,156.0,166.0,178.5,1.0
27.4,99.0,168.0,190.0,176.0,1.0
27.4,99.0,155.0,177.0,193.0,1.0
27.4,99.0,165.5,158.5,154.5,1.0
27.4,99.0,150.5,162.5,153.5,1.0
27.4,99.0,163.5,156.0,161.5,1.0
27.4,99.0,164.0,182.0,166.0,1.0
27.4,99.0,159.5,169.0,164.5,1.0
27.4,99.0,160.0,147.5,171.0,1.0
27.4,99.0,152.5,200.5,161.0,1.0
27.4,99.0,159.5,168.0,185.0,1.0
27.4,99.0,157.5,163.0,168.0,1.0
27.4,99.0,162.0,148.0,166.5,1.0
27.4,99.0,172.0,175.0,159.0,1.0
27.4,99.0,145.5,191.5,154.5,1.0
27.4,99.0,151.5,155.5,178.0,1.0
27.4,99.0,161.0,144.5,157.5,1.0
27.4,99.0,156.0,174.0,168.0,1.0
27.4,98.0,175.5,149.0,175.0,1.0
27.4,98.0,154.0,188.0,170.0,1.0
27.4,99.0,150.0,143.5,186.5,1.0
27.4,96.0,170.0,167.5,177.5,1.0
27.4,94.0,149.0,160.0,154.5,1.0
27.4,95.0,174.0,180.5,164.0,1.0
27.4,96.0,164.0,157.5,175.0,1.0
27.4,97.0,158.0,172.5,169.5,1.0
27.4,95.0,163.5,180.5,165.5,1.0
27.4,98.0,160.5,169.5,179.5,1.0
27.4,98.0,158.5,172.0,164.5,1.0
27.4,94.0,170.0,159.0,151.5,1.0
27.4,94.0,159.0,158.5,158.5,1.0
27.4,94.0,150.0,169.0,163.5,1.0
27.4,94.0,157.0,172.0,162.5,1.0
27.4,93.0,170.0,169.0,176.0,1.0
27.4,93.0,167.5,177.5,161.5,1.0
27.4,95.0,153.0,174.5,176.0,1.0
27.4,98.0,179.0,181.5,166.0,1.0
27.4,98.0,154.5,173.5,184.5,1.0
27.4,96.0,153.5,164.0,151.0,1.0
27.4,97.0,163.0,162.5,192.5,1.0
27.4,94.0,158.0,161.5,163.5,1.0
27.4,95.0,170.0,174.0,149.0,1.0
27.4,96.0,147.5,174.5,171.5,1.0
27.4,95.0,186.5,162.0,194.5,1.0
27.4,94.0,144.5,194.0,166.0,1.0
27.4,94.0,145.0,170.5,192.0,1.0
27.4,93.0,158.0,174.5,179.0,1.0
27.4,99.0,174.0,171.0,176.5,1.0
27.4,96.0,177.5,188.5,187.0,1.0
27.4,99.0,166.0,169.5,174.0,1.0
27.4,94.0,173.5,175.0,184.5,1.0
27.4,95.0,176.0,171.0,181.0,1.0
27.4,93.0,156.0,169.0,169.5,1.0
27.4,94.0,157.5,161.0,165.0,1.0
27.4,98.0,195.0,164.0,182.0,1.0
27.4,94.0,149.5,169.0,164.0,1.0
27.4,96.0,152.5,192.0,157.0,1.0
27.4,97.0,182.5,153.5,148.5,1.0
27.4,97.0,163.5,190.0,161.5,1.0
27.4,97.0,170.5,163.0,173.5,1.0
27.4,98.0,167.5,175.0,161.5,1.0
27.4,95.0,163.0,174.0,176.0,1.0
27.4,95.0,156.0,164.5,186.5,1.0
27.4,96.0,171.0,170.0,160.5,1.0
27.4,97.0,160.5,178.0,167.5,1.0
27.4,97.0,176.5,177.0,173.5,1.0
27.4,97.0,194.0,156.5,186.0,1.0
27.4,94.0,171.0,166.5,159.5,1.0
27.4,97.0,161.5,186.0,180.5,1.0
27.4,96.0,178.0,170.0,160.0,1.0
27.4,98.0,151.5,160.5,189.0,1.0
27.4,94.0,184.5,172.5,188.0,1.0
27.4,96.0,158.0,181.0,163.5,1.0
27.4,98.0,176.5,188.5,188.0,1.0
27.4,98.0,181.5,147.0,171.5,1.0
27.4,94.0,171.5,160.5,165.5,1.0
27.4,98.0,187.5,190.0,162.5,1.0
27.4,97.0,140.5,172.5,157.0,1.0
27.4,95.0,165.0,170.0,167.0,1.0
27.4,97.0,181.0,177.0,182.0,1.0
27.4,96.0,163.5,155.0,168.0,1.0
27.4,99.0,159.0,181.0,171.0,1.0
27.4,97.0,155.0,167.0,158.5,1.0
27.4,93.0,172.5,161.5,162.5,1.0
27.4,96.0,184.5,184.5,164.5,1.0
27.4,93.0,166.5,170.0,164.0,1.0
27.4,96.0,156.0,168.0,163.0,1.0
27.4,98.0,160.5,167.0,153.5,1.0
27.4,94.0,175.0,182.0,177.0,1.0
27.4,95.0,177.0,151.5,187.5,1.0
27.4,94.0,172.0,198.0,164.5,1.0
27.4,98.0,172.0,173.5,189.0,1.0
27.4,98.0,170.5,150.0,152.0,1.0
27.4,96.0,147.0,167.5,170.0,1.0
28.1,96.0,173.5,167.0,150.0,1.0
28.1,93.0,148.0,177.5,191.0,1.0
28.1,93.0,169.5,173.5,190.0,1.0
28.1,98.0,184.0,150.0,199.0,1.0
28.1,94.0,152.5,183.5,168.0,1.0
28.1,98.0,171.5,150.5,165.0,1.0
28.1,96.0,170.0,186.0,176.0,1.0
28.1,93.0,152.0,185.5,167.5,1.0
28.1,98.0,182.0,171.0,163.5,1.0
28.1,96.0,165.0,183.5,144.0,1.0
28.1,97.0,167.0,187.0,183.0,1.0
28.1,98.0,172.0,143.5,174.5,1.0
28.1,94.0,147.5,151.5,170.0,1.0
28.1,99.0,160.0,183.0,148.5,1.0
28.1,95.0,193.5,151.0,178.0,1.0
28.1,99.0,178.5,170.5,156.5,1.0
28.1,93.0,173.0,192.0,172.5,1.0
28.1,98.0,176.5,177.5,170.0,1.0
28.1,93.0,188.0,167.5,173.0,1.0
28.1,99.0,181.5,159.5,163.5,1.0
28.1,94.0,167.0,168.5,168.0,1.0
30.1,99.0,145.0,177.0,184.0,1.0
30.1,98.0,154.0,176.0,171.0,1.0
30.1,99.0,192.5,155.5,155.5,1.0
30.1,98.0,170.0,164.5,170.5,1.0
30.1,96.0,157.0,144.5,165.5,1.0
30.1,96.0,166.0,172.0,160.5,1.0
30.1,94.0,178.5,182.5,176.0,1.0
30.1,99.0,173.0,171.0,180.5,1.0
30.1,94.0,163.0,176.5,182.0,1.0
30.1,97.0,170.0,164.5,170.5,1.0
30.1,98.0,167.5,168.0,169.5,1.0
30.1,99.0,178.0,151.5,146.0,1.0
30.1,99.0,152.0,172.5,190.5,1.0
30.1,99.0,156.0,161.5,153.5,1.0
30.1,99.0,176.5,187.5,170.5,1.0
30.1,99.0,171.0,197.0,157.5,1.0
30.1,99.0,181.5,178.5,152.5,1.0
30.1,99.0,175.5,173.0,172.5,1.0
30.1,99.0,182.0,157.0,158.5,1.0
30.1,99.0,175.5,160.0,196.0,1.0
30.1,99.0,170.0,191.5,175.5,1.0
30.1,99.0,155.5,179.0,156.0,1.0
30.1,99.0,151.0,165.0,167.5,1.0
30.1,99.0,171.5,170.5,182.0,1.0
30.1,93.0,167.0,186.5,177.0,1.0
34.6,99.0,179.0,159.0,146.0,1.0
34.6,97.0,183.5,175.5,181.0,1.0
34.6,96.0,171.5,184.0,158.5,1.0
34.6,95.0,170.5,168.5,172.5,1.0
34.6,96.0,178.0,181.0,171.0,1.0
34.6,96.0,162.5,172.5,172.5,1.0
34.6,99.0,166.5,166.0,192.5,1.0
34.6,99.0,199.0,180.0,164.0,1.0
34.6,99.0,195.0,151.0,191.5,1.0
34.6,99.0,180.0,177.5,162.5,1.0
34.6,99.0,148.5,145.5,159.5,1.0
34.6,99.0,180.5,165.5,196.0,1.0
34.6,99.0,176.5,150.5,190.5,1.0
34.6,99.0,174.5,163.0,145.5,1.0
34.6,99.0,174.0,174.0,149.0,1.0
34.6,95.0,163.5,169.0,145.5,1.0
34.6,99.0,160.5,192.5,170.5,1.0
34.6,97.0,151.5,146.0,172.0,1.0
34.6,95.0,160.0,176.5,184.0,1.0
34.6,95.0,185.5,176.0,177.5,1.0
34.6,97.0,170.0,195.0,188.5,1.0
34.6,98.0,187.0,175.5,191.5,1.0
34.6,94.0,159.0,177.5,185.0,1.0
34.6,97.0,174.5,156.0,189.5,1.0
34.6,99.0,195.5,164.5,162.5,1.0
34.6,96.0,173.5,163.0,170.5,1.0
34.6,98.0,184.0,150.0,185.0,1.0
34.6,96.0,188.5,179.5,172.0,1.0
34.6,94.0,162.5,178.0,159.5,1.0
34.6,98.0,164.5,163.5,195.0,1.0
34.6,94.0,182.5,150.5,184.5,1.0
34.6,98.0,171.5,148.5,147.5,1.0
32.1,94.0,154.5,158.5,181.0,1.0
32.1,93.0,171.0,152.5,166.0,1.0
32.1,99.0,191.5,176.0,161.5,1.0
32.1,93.0,160.0,169.5,179.5,1.0
32.1,93.0,172.5,163.5,157.0,1.0
32.1,94.0,169.0,179.0,146.5,1.0
32.1,96.0,163.0,189.5,175.5,1.0
32.1,97.0,154.0,172.0,169.0,1.0
32.1,95.0,161.5,146.0,167.0,1.0
32.1,98.0,150.0,167.0,184.5,1.0
32.1,96.0,155.0,186.5,164.5,1.0
32.1,93.0,169.0,165.0,165.5,1.0
32.1,95.0,155.5,165.5,176.0,1.0
32.1,97.0,157.0,171.0,179.5,1.0
32.1,94.0,161.5,157.5,155.5,1.0
32.1,99.0,176.5,169.5,169.0,1.0
32.1,96.0,181.0,180.5,150.5,1.0
32.1,96.0,186.5,184.0,172.0,1.0
32.1,94.0,172.5,175.5,169.5,1.0
32.1,96.0,171.5,176.5,160.5,1.0
32.1,98.0,163.5,176.5,154.0,1.0
32.1,99.0,200.0,177.0,191.0,1.0
32.1,99.0,163.0,151.5,173.0,1.0
32.1,99.0,184.5,172.5,168.0,1.0
32.1,96.0,150.0,147.0,170.5,1.0
32.1,99.0,189.0,188.5,148.5,1.0
32.1,98.0,188.5,180.0,171.0,1.0
31.7,99.0,152.5,162.0,167.0,1.0
31.7,94.0,189.0,179.0,159.5,1.0
31.7,97.0,164.5,154.5,176.0,1.0
31.7,96.0,174.5,152.5,152.5,1.0
31.7,93.0,161.0,148.5,168.5,1.0
31.7,96.0,167.5,141.0,184.0,1.0
31.7,98.0,171.5,179.0,164.0,1.0
31.7,97.0,169.5,170.5,159.0,1.0
31.7,93.0,158.5,172.0,176.0,1.0
31.7,96.0,147.0,172.0,180.0,1.0
31.7,94.0,186.0,186.5,162.5,1.0
31.7,96.0,176.5,187.0,161.5,1.0
31.7,98.0,147.5,169.0,149.0,1.0
31.7,96.0,175.0,162.0,144.0,1.0
31.7,93.0,182.5,144.5,158.0,1.0
31.7,93.0,182.0,179.5,176.5,1.0
31.7,96.0,142.5,178.0,180.0,1.0
31.7,95.0,178.5,181.0,161.0,1.0
31.7,94.0,162.0,173.5,187.0,1.0
31.7,94.0,153.5,168.0,171.0,1.0
31.7,96.0,179.0,186.5,174.0,1.0
31.7,97.0,176.0,161.5,170.0,1.0
31.7,98.0,165.5,168.5,185.0,1.0
31.7,98.0,174.0,180.5,154.0,1.0
31.7,95.0,177.5,169.0,184.0,1.0
31.7,96.0,160.5,175.5,169.0,1.0
31.7,97.0,152.0,175.0,161.5,1.0
31.7,98.0,146.5,175.0,169.5,1.0
31.7,96.0,173.0,164.5,168.0,1.0
31.7,99.0,158.0,183.5,155.0,1.0
31.7,94.0,195.5,180.0,191.0,1.0
31.7,99.0,161.5,179.0,151.0,1.0
31.7,99.0,160.0,193.5,144.0,1.0
